6,"Anugrah Nur Rahmanto, S.Sn., M.Ds.",78,IMPLEMENTASI APLIKASI PSIKOLOGI EKSPERIMEN UNTUK MENENTUKAN KONDISI KETAHANAN JIWA MENGGUNAKAN METODE FUZZY MAMDHANI,Information System,Penerapan Sistem Pendukung Keputusan,6.318255150449171e-43,0
6,"Anugrah Nur Rahmanto, S.Sn., M.Ds.",79,PREDIKSI PERMINTAAN KEBUTUHAN CABAI DI KOTA BATU MENGGUNAKAN METODE EXTREME LEARNING MACHINE,Sistem Cerdas,Penerapan Penambangan Data,9.71519902352224e-68,0
6,"Anugrah Nur Rahmanto, S.Sn., M.Ds.",80,SISTEM PENENTU POLA MAKAN SAYUR DAN BUAH BERDASARKAN GOLONGAN DARAH DAN PENYAKIT,Sistem Cerdas,Penerapan Penambangan Data,2.966036259422231e-60,0
6,"Anugrah Nur Rahmanto, S.Sn., M.Ds.",81,Sistem Pendukung Keputusan Pembagian Zakat pada Masjid Menggunakan Metode Analytic Network Process,Information System,Penerapan Sistem Pendukung Keputusan,1.2532001268130967e-25,0
6,"Anugrah Nur Rahmanto, S.Sn., M.Ds.",82,Media Pembelajaran sistem pencernaan Manusia untuk Siswa Sekolah Dasar berbasis Augmented Reality,Multimedia dan Game,Penerapan Augmented Reality,9.913303814614993e-53,0
6,"Anugrah Nur Rahmanto, S.Sn., M.Ds.",83,REKOMENDASI JURUSAN PERGURUAN TINGGI BERDASARKAN BAKAT MINAT DAN NILAI RAPORT MENGGUNAKAN METODE K-NEAREST NEIGHBOR Studi Kasus SMAN 1 Kedungwaru,Sistem Cerdas,Penerapan Data Besar,7.703756569277054e-48,0
6,"Anugrah Nur Rahmanto, S.Sn., M.Ds.",84,Penerapan Pembelajaran Cooperative Learning Metode Think Pair Share untuk Matakuliah Pemrograman Komputer Pendidikan Tinggi Vokasi Teknik Elektronika,Information System,Penerapan Pembelajaran Elektronik pada Sistem Informasi,1.3220381144631777e-30,0
6,"Anugrah Nur Rahmanto, S.Sn., M.Ds.",85,Pemanfaatan Kinect Sensor dalam Pengembangan Game Interaksi Fisik,Multimedia dan Game,Pengembangan Game,3.3419712707636075e-14,0
6,"Anugrah Nur Rahmanto, S.Sn., M.Ds.",86,GAME PENINGGALAN SEJARAH DI PULAU JAWA GENRE PETUALANGAN,Sistem Cerdas,Penerapan Kecerdasan Buatan,5.998801371478122e-22,0
6,"Anugrah Nur Rahmanto, S.Sn., M.Ds.",87,Desain Aplikasi Pendidikan Masyarakat Sadar Menanam Pohon Menggunakan Teknologi Augmented Reality,Multimedia dan Game,Penerapan Augmented Reality,6.491388957389576e-63,0
6,"Anugrah Nur Rahmanto, S.Sn., M.Ds.",88,Pengembangan Bahan Ajar Pada Kompetensi Dasar Pengelasan Mata Pelajaran Sambungan Dasar Pengelasan Pelat Untuk Kelas XI Teknik Pemesinan Di SMK Pekerjaan Umum Malang,Multimedia dan Game,Multimedia,9.047946318179192e-52,0
7,"Ariadi Retno Ririd, S.Kom., M.Kom.",89,Sistem Pakar Diagnosa 33 Macam Penyakit Kulit dan Kelamin dengan Metode Fuzzy Inference Tsukamoto,Sistem Cerdas,Penerapan Sistem Pakar,4.2603641178400635e-22,0
7,"Ariadi Retno Ririd, S.Kom., M.Kom.",90,Optimasi Metode Discriminatively Regularized Least Square Classification Dengan Algoritma Genetika,Sistem Cerdas,Penerapan Penambangan Data,2.865451251838341e-24,0
8,"Arie Rachmad Syulistyo, S.Kom., M.Kom",91,PEMETAAN DENGAN QGIS DAN PERHITUNGAN KORELASI FAKTOR YANG MEMPENGARUHI HASIL PRODUKSI PERTANIAN DENGAN PEARSON CORRELATION,Information System,Penerapan Sistem Informasi Geografis,6.961658016823824e-63,0
8,"Arie Rachmad Syulistyo, S.Kom., M.Kom",92,ANALISIS RESIKO KANKER PAYUDARA BREAST CANCER MENGGUNAKAN FUZZY INFERENCE SYSTEM FIS MODEL MAMDANI,Information System,Penerapan Sistem Pendukung Keputusan,6.411124848505715e-60,0
8,"Arie Rachmad Syulistyo, S.Kom., M.Kom",93,Identifikasi Kualitas Biji Jagung Manis Layak Jual dari Warna dan Tekstur Menggunakan HSV dan Gray Level Run Length Matrix GLRLM,Computer Vision,Penerapan Kompresi Citra,3.145750979891008e-82,0
8,"Arie Rachmad Syulistyo, S.Kom., M.Kom",94,SISTEM INFORMASI PELAYANAN HOTEL STUDI KASUS MOZZA INN SG17 TUBAN BERBASIS WEBSITE,Information System,Penerapan Customer Relationship Management,2.3445870496370823e-19,0
8,"Arie Rachmad Syulistyo, S.Kom., M.Kom",95,IMPLEMENTASI METODE LINEAR DISCRIMINANT ANALYSIS UNTUK DETEKSI KEMATANGAN PADA BUAH STROBERI,Computer Vision,Penerapan Transformasi Citra,2.394370698571179e-52,0
8,"Arie Rachmad Syulistyo, S.Kom., M.Kom",96,IDENTIFIKASI BIBIT LELE UNGGUL BERDASARKAN GERAKNYA MENGGUNAKAN METODE PHASE ONLY CORRELATION,Sistem Cerdas,Penerapan Data Besar,1.0613373132794652e-46,0
8,"Arie Rachmad Syulistyo, S.Kom., M.Kom",97,IDENTIFIKASI KOMPONEN GUI PADA PROTOTIPE APLIKASI MOBILE,Multimedia dan Game,Penerapan Augmented Reality,4.5167089490302176e-32,0
8,"Arie Rachmad Syulistyo, S.Kom., M.Kom",98,Pengembangan Sistem Rekomendasi Kategori Cerita Pendek Menggunakan Na�ve Bayes Classifier,Sistem Cerdas,Penerapan Penambangan Teks,1.2213994675430733e-57,0
8,"Arie Rachmad Syulistyo, S.Kom., M.Kom",99,Identifikasi Citra Tulisan Tangan Digital Menggunakan Convolutional Neural Network CNN,Computer Vision,Penerapan Pengenalan Pola,1.4854886699121208e-48,0
8,"Arie Rachmad Syulistyo, S.Kom., M.Kom",100,Pengembangan Sistem Konversi Dokumen Undang-Undang Republik Indonesia dari Format Teks ke XML,Sistem Cerdas,Penerapan Information Retrieval,1.3212208347242258e-71,0
